date,venue,race_no,race_id,start_at,close_at,seconds_to_close_at_prediction,strategy_version,bet_type,bet_label,candidate_rank,buy,prob,odds_used,expected_profit_100yen,is_selected,stake_yen,return_if_hit_yen,profit_if_hit_yen,loss_amount_yen,expected_profit_yen,purchase_authorized,authorization_reason,model_sha256,prediction_created_at_jst,odds_snapshot
2026-09-25,別府,2,028620260925,1790320860,1790320560,1714,near_close_v2_20260805,trifecta,3連単,1,3-1-2,0.09272958835024664,253.8,2253,True,2000,507600.0,505600.0,2000,45060.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-09-25T15:47:25+09:00,5-40 minutes before close
