date,venue,race_no,race_id,start_at,close_at,seconds_to_close_at_prediction,strategy_version,bet_type,bet_label,candidate_rank,buy,prob,odds_used,expected_profit_100yen,is_selected,stake_yen,return_if_hit_yen,profit_if_hit_yen,loss_amount_yen,expected_profit_yen,purchase_authorized,authorization_reason,model_sha256,prediction_created_at_jst,odds_snapshot
2026-09-21,松山,3,037520260921,1789977540,1789977240,2188,near_close_v2_20260805,quinella_place,ワイド,3,1-2,0.24413110125073276,22.2,442,True,100,2220.0,2120.0,100,442.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-09-21T16:17:31+09:00,5-40 minutes before close
2026-09-21,青森,3,031220260921,1789976640,1789976340,1288,near_close_v2_20260805,quinella_place,ワイド,2,1-3,0.1040659902617939,44.8,366,True,100,4480.0,4380.0,100,366.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-09-21T16:17:31+09:00,5-40 minutes before close
