bet_type,buy,prob,race_id,odds_used,is_actual,actual_buy,date,venue,race_no,expected_profit_100yen,stake_yen,is_hit,return_yen,profit_yen,bet_label
trifecta,1-4-5,0.026795018147860842,027320250705,214.6,False,1-5-4,2025-07-05,小松島,2,475.0210894530936,200,False,0.0,-200.0,3連単
exacta,1-4,0.06852556559617032,027320250705,83.8,False,1-5,2025-07-05,小松島,2,474.24423969590725,200,False,0.0,-200.0,2車単
trifecta,3-1-7,0.02577155401712837,018620250705,218.6,False,4-6-7,2025-07-05,別府,1,463.36617081442614,200,False,0.0,-200.0,3連単
exacta,7-4,0.05801824537613783,111320250705,95.7,False,4-1,2025-07-05,いわき平,11,455.2346082496391,200,False,0.0,-200.0,2車単
exacta,7-3,0.03867515737787358,052520250705,142.0,False,5-3,2025-07-05,大宮,5,449.1872347658049,200,False,0.0,-200.0,2車単
quinella,5-7,0.048908011799018006,052520250705,102.6,False,3-5,2025-07-05,大宮,5,401.79620105792475,200,False,0.0,-200.0,2車複
quinella,1-4,0.1340826335989801,027320250705,37.3,False,1-5,2025-07-05,小松島,2,400.1282233241957,200,False,0.0,-200.0,2車複
exacta,4-1,0.06555706800280978,027320250705,65.8,False,1-5,2025-07-05,小松島,2,331.3655074584883,200,False,0.0,-200.0,2車単
trifecta,4-1-7,0.0533523570658805,085620250705,80.7,False,7-4-6,2025-07-05,岸和田,8,330.5535215216556,200,False,0.0,-200.0,3連単
quinella,4-7,0.12945134897727867,111320250705,31.1,False,1-4,2025-07-05,いわき平,11,302.5936953193367,200,False,0.0,-200.0,2車複
exacta,2-4,0.021300759708764896,085620250705,176.6,False,7-4,2025-07-05,岸和田,8,276.17141645678805,100,False,0.0,-100.0,2車単
quinella,2-4,0.04680162687592809,052520250705,66.0,False,3-5,2025-07-05,大宮,5,208.89073738112543,100,False,0.0,-100.0,2車複
trifecta,4-2-7,0.03954620859346929,085620250705,71.2,False,7-4-6,2025-07-05,岸和田,8,181.5690051855013,100,False,0.0,-100.0,3連単
quinella,4-6,0.028687143232895267,111320250705,96.0,False,1-4,2025-07-05,いわき平,11,175.39657503579457,100,False,0.0,-100.0,2車複
exacta,4-1,0.09525232382975041,085620250705,28.3,False,7-4,2025-07-05,岸和田,8,169.56407643819364,100,False,0.0,-100.0,2車単
trio,1-4-7,0.3996263840376298,111320250705,6.1,False,1-3-4,2025-07-05,いわき平,11,143.77209426295417,100,False,0.0,-100.0,3連複
quinella_place,1-4,0.2652713958061676,027320250705,9.0,True,1-4|1-5|4-5,2025-07-05,小松島,2,138.74425622555086,100,True,900.0,800.0,ワイド
quinella,4-8,0.03682300430770563,027320250705,62.0,False,1-5,2025-07-05,小松島,2,128.30262670777492,100,False,0.0,-100.0,2車複
quinella_place,4-7,0.4598051258120071,111320250705,4.6,False,1-3|1-4|3-4,2025-07-05,いわき平,11,111.51035787352326,100,False,0.0,-100.0,ワイド
trio,3-4-7,0.05007654675817254,052520250705,41.4,False,1-3-5,2025-07-05,大宮,5,107.3169035788343,100,False,0.0,-100.0,3連複
exacta,4-3,0.04808516731742429,013820250706,210.5,False,3-1,2025-07-06,静岡,1,912.1927720317814,400,False,0.0,-400.0,2車単
trio,1-6-7,0.12471726642788927,044520250706,80.2,False,1-3-5,2025-07-06,豊橋,4,900.232476751672,400,False,0.0,-400.0,3連複
trifecta,1-2-6,0.05097852712336598,127320250706,184.0,False,8-6-5,2025-07-06,小松島,12,838.004899069934,300,False,0.0,-300.0,3連単
trifecta,4-1-7,0.03877633610619913,048620250706,239.4,False,6-1-3,2025-07-06,別府,4,828.3054863824071,300,False,0.0,-300.0,3連単
exacta,4-1,0.04112227906363643,013820250706,219.5,False,3-1,2025-07-06,静岡,1,802.6340254468196,300,False,0.0,-300.0,2車単
quinella,4-7,0.03189063383177632,048620250706,267.6,False,1-6,2025-07-06,別府,4,753.3933613383346,300,False,0.0,-300.0,2車複
quinella,3-4,0.11046273700721529,013820250706,75.1,False,1-3,2025-07-06,静岡,1,729.5751549241867,300,False,0.0,-300.0,2車複
trifecta,3-4-1,0.032121740572224895,013820250706,245.9,False,3-1-7,2025-07-06,静岡,1,689.8736006710102,300,False,0.0,-300.0,3連単
quinella,4-6,0.029014113125048653,101320250706,257.7,False,1-5,2025-07-06,いわき平,10,647.6936952325037,300,False,0.0,-300.0,2車複
trifecta,6-2-1,0.024475190826809316,127320250706,289.2,False,8-6-5,2025-07-06,小松島,12,607.8225187113254,300,False,0.0,-300.0,3連単
trifecta,1-6-7,0.027981145468360624,044520250706,216.1,False,1-3-5,2025-07-06,豊橋,4,504.67255357127306,200,False,0.0,-200.0,3連単
trifecta,4-1-2,0.03942389813231904,101320250706,150.8,False,5-1-2,2025-07-06,いわき平,10,494.51238383537117,200,False,0.0,-200.0,3連単
trio,1-4-6,0.10193701946931558,101320250706,54.8,False,1-2-5,2025-07-06,いわき平,10,458.61486669184933,200,False,0.0,-200.0,3連複
trifecta,2-1-4,0.023848763614855256,101320250706,209.0,False,5-1-2,2025-07-06,いわき平,10,398.4391595504748,200,False,0.0,-200.0,3連単
trio,1-2-4,0.07400801276557725,013820250706,64.3,False,1-3-7,2025-07-06,静岡,1,375.8715220826617,200,False,0.0,-200.0,3連複
quinella_place,4-6,0.12382052375765495,101320250706,37.2,False,1-2|1-5|2-5,2025-07-06,いわき平,10,360.61234837847644,200,False,0.0,-200.0,ワイド
trifecta,3-2-4,0.020720097693862252,013820250706,218.3,False,3-1-7,2025-07-06,静岡,1,352.319732657013,200,False,0.0,-200.0,3連単
exacta,4-2,0.028714807109285728,101320250706,155.3,False,5-1,2025-07-06,いわき平,10,345.94095440720736,200,False,0.0,-200.0,2車単
quinella,1-4,0.09094962551654459,013820250706,48.6,False,1-3,2025-07-06,静岡,1,342.0151800104067,200,False,0.0,-200.0,2車複
exacta,4-1,0.1472928565178353,048620250706,29.6,False,6-1,2025-07-06,別府,4,335.98685529279254,200,False,0.0,-200.0,2車単
exacta,6-1,0.025300406298188895,101320250706,165.8,False,5-1,2025-07-06,いわき平,10,319.4807364239719,200,False,0.0,-200.0,2車単
exacta,2-6,0.03747828758133019,127320250706,109.1,False,8-6,2025-07-06,小松島,12,308.88811751231236,200,False,0.0,-200.0,2車単
exacta,6-7,0.030428697974976382,044520250706,132.6,False,1-3,2025-07-06,豊橋,4,303.4845351481868,200,False,0.0,-200.0,2車単
quinella,1-7,0.12434097119063378,044520250706,32.0,False,1-3,2025-07-06,豊橋,4,297.8911078100281,100,False,0.0,-100.0,2車複
trifecta,1-3-4,0.027267361112157485,085620250706,143.8,False,4-1-2,2025-07-06,岸和田,8,292.10465279282465,100,False,0.0,-100.0,3連単
quinella_place,3-4,0.3075836014536368,013820250706,12.5,False,1-3|1-7|3-7,2025-07-06,静岡,1,284.47950181704596,100,False,0.0,-100.0,ワイド
trifecta,6-1-2,0.02514310681870874,028420250706,147.3,False,4-1-2,2025-07-06,武雄,2,270.3579634395798,100,False,0.0,-100.0,3連単
quinella_place,1-4,0.2825212447676148,013820250706,12.8,False,1-3|1-7|3-7,2025-07-06,静岡,1,261.62719330254697,100,False,0.0,-100.0,ワイド
exacta,4-3,0.025494795618278828,044720250706,141.6,False,3-7,2025-07-06,松阪,4,261.00630595482824,100,False,0.0,-100.0,2車単
trifecta,1-6-4,0.02007853836591414,044520250706,177.9,False,1-3-5,2025-07-06,豊橋,4,257.19719752961254,100,False,0.0,-100.0,3連単
quinella,1-6,0.06850253264171818,101320250706,51.5,False,1-5,2025-07-06,いわき平,10,252.78804310484864,100,False,0.0,-100.0,2車複
exacta,7-6,0.028627686856712596,044520250706,119.0,False,1-3,2025-07-06,豊橋,4,240.66947359487992,100,False,0.0,-100.0,2車単
trifecta,4-1-2,0.028881592028632063,048620250706,117.4,False,6-1-3,2025-07-06,別府,4,239.06989041614045,100,False,0.0,-100.0,3連単
trifecta,4-3-1,0.030119006358641485,085620250706,109.4,False,4-1-2,2025-07-06,岸和田,8,229.50192956353789,100,False,0.0,-100.0,3連単
trio,1-6-7,0.06074542563105067,127320250706,53.0,False,5-6-8,2025-07-06,小松島,12,221.95075584456853,100,False,0.0,-100.0,3連複
exacta,2-1,0.08105429505360666,127320250706,38.7,False,8-6,2025-07-06,小松島,12,213.68012185745778,100,False,0.0,-100.0,2車単
quinella_place,6-7,0.17647506508787575,044520250706,17.6,False,1-3|1-5|3-5,2025-07-06,豊橋,4,210.59611455466137,100,False,0.0,-100.0,ワイド
quinella,6-7,0.05905638483168898,044520250706,51.7,False,1-3,2025-07-06,豊橋,4,205.32150957983202,100,False,0.0,-100.0,2車複
quinella_place,4-7,0.2039384137683221,048620250706,14.7,False,1-3|1-6|3-6,2025-07-06,別府,4,199.7894682394335,100,False,0.0,-100.0,ワイド
exacta,6-1,0.05036340002416753,028420250706,59.4,False,4-1,2025-07-06,武雄,2,199.15859614355514,100,False,0.0,-100.0,2車単
trio,1-2-6,0.03375711181951628,101320250706,87.6,False,1-2-5,2025-07-06,いわき平,10,195.71229953896258,100,False,0.0,-100.0,3連複
trio,1-4-7,0.19132459447004166,048620250706,14.9,False,1-3-6,2025-07-06,別府,4,185.07364576036207,100,False,0.0,-100.0,3連複
trifecta,5-3-7,0.04964379414604483,044720250706,53.1,False,3-7-4,2025-07-06,松阪,4,163.608546915498,100,False,0.0,-100.0,3連単
quinella,1-2,0.19560822204733713,127320250706,13.2,False,6-8,2025-07-06,小松島,12,158.202853102485,100,False,0.0,-100.0,2車複
trifecta,3-5-7,0.07029800405192878,044720250706,36.4,False,3-7-4,2025-07-06,松阪,4,155.88473474902074,100,False,0.0,-100.0,3連単
trifecta,1-6-2,0.03951450504307897,028420250706,64.2,False,4-1-2,2025-07-06,武雄,2,153.68312237656698,100,False,0.0,-100.0,3連単
quinella,1-5,0.05646731478760944,085620250706,44.9,False,1-4,2025-07-06,岸和田,8,153.5382433963664,100,False,0.0,-100.0,2車複
exacta,5-3,0.08239879398638662,044720250706,28.9,False,3-7,2025-07-06,松阪,4,138.13251462065733,100,False,0.0,-100.0,2車単
quinella,3-5,0.199079455752255,044720250706,11.7,False,3-7,2025-07-06,松阪,4,132.92296323013835,100,False,0.0,-100.0,2車複
exacta,1-6,0.07915031497860751,028420250706,28.6,False,4-1,2025-07-06,武雄,2,126.3699008388175,100,False,0.0,-100.0,2車単
quinella_place,1-6,0.16807293016722796,101320250706,13.4,False,1-2|1-5|2-5,2025-07-06,いわき平,10,125.21772642408547,100,False,0.0,-100.0,ワイド
trifecta,3-7-6,0.021340398132944794,054820250706,104.3,False,3-6-1,2025-07-06,四日市,5,122.5803525266142,100,False,0.0,-100.0,3連単
quinella,3-7,0.03669994966316112,054820250706,60.2,False,3-6,2025-07-06,四日市,5,120.93369697222994,100,False,0.0,-100.0,2車複
trio,1-2-7,0.05085768860990361,127320250706,42.7,False,5-6-8,2025-07-06,小松島,12,117.16233036428845,100,False,0.0,-100.0,3連複
quinella_place,1-2,0.3336464270530701,127320250706,6.5,False,5-6|5-8|6-8,2025-07-06,小松島,12,116.87017758449558,100,False,0.0,-100.0,ワイド
exacta,4-3,0.05116249913974781,085620250706,40.6,False,4-1,2025-07-06,岸和田,8,107.71974650737613,100,False,0.0,-100.0,2車単
trio,1-4-7,0.045737976558481386,028420250706,44.5,False,1-2-4,2025-07-06,武雄,2,103.53399568524217,100,False,0.0,-100.0,3連複
trifecta,5-1-4,0.021426140984070835,022520250707,286.4,False,2-3-1,2025-07-07,大宮,2,513.6446777837887,200,False,0.0,-200.0,3連単
exacta,6-4,0.04394710076575778,034720250707,129.3,False,4-7,2025-07-07,松阪,3,468.23601290124816,200,False,0.0,-200.0,2車単
trifecta,2-1-7,0.06442312283542871,043120250707,87.7,False,1-6-3,2025-07-07,松戸,4,464.99078726670984,200,False,0.0,-200.0,3連単
exacta,5-1,0.044186015384015585,087420250707,123.4,False,1-2,2025-07-07,高知,8,445.2554298387524,200,False,0.0,-200.0,2車単
trifecta,2-4-3,0.021131654566640786,034720250707,239.6,False,4-7-2,2025-07-07,松阪,3,406.3144434167132,200,False,0.0,-200.0,3連単
trifecta,5-6-4,0.0482400784994398,054820250707,102.0,False,4-6-1,2025-07-07,四日市,5,392.04880069428594,200,False,0.0,-200.0,3連単
trifecta,1-5-2,0.035908231616613946,022520250707,134.0,False,2-3-1,2025-07-07,大宮,2,381.17030366262685,200,False,0.0,-200.0,3連単
trifecta,5-4-6,0.06455366890179672,054820250707,73.0,False,4-6-1,2025-07-07,四日市,5,371.2417829831161,200,False,0.0,-200.0,3連単
trifecta,1-5-2,0.0483749444100021,087420250707,96.3,False,1-2-5,2025-07-07,高知,8,365.85071466832017,200,False,0.0,-200.0,3連単
trifecta,7-4-3,0.03135116605042098,092420250707,137.5,False,4-7-1,2025-07-07,宇都宮,9,331.0785331932885,200,False,0.0,-200.0,3連単
exacta,5-1,0.05061602690089239,022520250707,84.4,False,2-3,2025-07-07,大宮,2,327.1992670435318,200,False,0.0,-200.0,2車単
quinella,5-6,0.14458496289988845,054820250707,28.9,False,4-6,2025-07-07,四日市,5,317.85054278067764,200,False,0.0,-200.0,2車複
exacta,5-6,0.07552078483354834,054820250707,53.8,False,4-6,2025-07-07,四日市,5,306.30182240449005,200,False,0.0,-200.0,2車単
exacta,5-3,0.046362429090186306,054820250707,84.3,False,4-6,2025-07-07,四日市,5,290.83527723027055,100,False,0.0,-100.0,2車単
exacta,2-1,0.0840505187787947,043120250707,44.0,False,1-6,2025-07-07,松戸,4,269.8222826266967,100,False,0.0,-100.0,2車単
quinella,1-5,0.13133925801594518,087420250707,27.8,False,1-2,2025-07-07,高知,8,265.1231372843276,100,False,0.0,-100.0,2車複
trifecta,2-5-3,0.05157584600314477,012420250707,70.0,False,5-3-2,2025-07-07,宇都宮,1,261.0309220220134,100,False,0.0,-100.0,3連単
exacta,1-5,0.0871532426319296,087420250707,41.3,False,1-2,2025-07-07,高知,8,259.94289206986923,100,False,0.0,-100.0,2車単
exacta,1-5,0.09153479904001068,022520250707,37.1,False,2-3,2025-07-07,大宮,2,239.59410443843962,100,False,0.0,-100.0,2車単
trifecta,2-3-5,0.03518956263210422,012420250707,94.1,False,5-3-2,2025-07-07,宇都宮,1,231.1337843681007,100,False,0.0,-100.0,3連単
trifecta,3-4-7,0.031110240754311496,092420250707,103.7,False,4-7-1,2025-07-07,宇都宮,9,222.61319662221024,100,False,0.0,-100.0,3連単
quinella,1-5,0.14215082594090306,022520250707,22.2,False,2-3,2025-07-07,大宮,2,215.57483358880475,100,False,0.0,-100.0,2車複
quinella,4-6,0.11880461954739173,034720250707,26.2,False,4-7,2025-07-07,松阪,3,211.26810321416633,100,False,0.0,-100.0,2車複
exacta,2-4,0.05145032988545393,034720250707,60.4,False,4-7,2025-07-07,松阪,3,210.75999250814172,100,False,0.0,-100.0,2車単
trifecta,2-7-1,0.06772085586295483,043120250707,44.8,False,1-6-3,2025-07-07,松戸,4,203.38943426603763,100,False,0.0,-100.0,3連単
quinella_place,2-6,0.08336804307350698,034720250707,36.1,False,2-4|2-7|4-7,2025-07-07,松阪,3,200.95863549536023,100,False,0.0,-100.0,ワイド
quinella,1-2,0.18483768187538702,043120250707,15.0,False,1-6,2025-07-07,松戸,4,177.2565228130805,100,False,0.0,-100.0,2車複
trifecta,1-3-2,0.021879394442028025,033420250707,122.9,False,7-6-3,2025-07-07,川崎,3,168.89775769252444,100,False,0.0,-100.0,3連単
trifecta,2-1-5,0.04513841171428789,087420250707,58.8,False,1-2-5,2025-07-07,高知,8,165.41386088001278,100,False,0.0,-100.0,3連単
quinella,2-5,0.039336028719195525,087420250707,62.2,False,1-2,2025-07-07,高知,8,144.6700986333962,100,False,0.0,-100.0,2車複
trifecta,4-6-3,0.029835907306828377,034720250707,80.3,False,4-7-2,2025-07-07,松阪,3,139.58233567383184,100,False,0.0,-100.0,3連単
exacta,7-4,0.0811238311231411,092420250707,29.0,False,4-7,2025-07-07,宇都宮,9,135.2591102571092,100,False,0.0,-100.0,2車単
exacta,7-3,0.020479558763327212,092420250707,113.0,False,4-7,2025-07-07,宇都宮,9,131.41901402559748,100,False,0.0,-100.0,2車単
exacta,2-3,0.05390103358338422,012420250707,41.9,False,5-3,2025-07-07,宇都宮,1,125.84533071437987,100,False,0.0,-100.0,2車単
trio,1-4-5,0.1629224837049911,022520250707,13.7,False,1-2-3,2025-07-07,大宮,2,123.20380267583779,100,False,0.0,-100.0,3連複
quinella,3-6,0.035888525486493045,034720250707,61.9,False,4-7,2025-07-07,松阪,3,122.14997276139195,100,False,0.0,-100.0,2車複
exacta,4-7,0.023109464308914474,033420250707,96.0,False,7-6,2025-07-07,川崎,3,121.85085736557895,100,False,0.0,-100.0,2車単
exacta,4-2,0.03304049967631439,033420250707,66.0,False,7-6,2025-07-07,川崎,3,118.06729786367494,100,False,0.0,-100.0,2車単
trifecta,1-3-4,0.02157214291367641,033420250707,97.0,False,7-6-3,2025-07-07,川崎,3,109.24978626266117,100,False,0.0,-100.0,3連単
exacta,1-2,0.1007871630965923,043120250707,20.5,False,1-6,2025-07-07,松戸,4,106.61368434801423,100,False,0.0,-100.0,2車単
exacta,2-3,0.03373303782747109,085620250707,60.3,False,2-4,2025-07-07,岸和田,8,103.41021809965069,100,False,0.0,-100.0,2車単
trifecta,5-7-3,0.03398609133882135,021120250708,280.7,False,3-5-2,2025-07-08,函館,2,853.9895838807153,300,False,0.0,-300.0,3連単
trifecta,2-5-3,0.02933023001887781,021120250708,248.3,False,3-5-2,2025-07-08,函館,2,628.269611368736,300,False,0.0,-300.0,3連単
exacta,5-7,0.07349413121010069,021120250708,91.4,False,3-5,2025-07-08,函館,2,571.7363592603203,200,False,0.0,-200.0,2車単
exacta,5-2,0.0977931555383822,021120250708,62.8,False,3-5,2025-07-08,函館,2,514.1410167810402,200,False,0.0,-200.0,2車単
quinella,5-7,0.11678878128625728,021120250708,44.9,False,3-5,2025-07-08,函館,2,424.38162797529515,200,False,0.0,-200.0,2車複
trifecta,4-1-2,0.02516662552625117,097420250708,206.7,False,1-2-3,2025-07-08,高知,9,420.1941496276117,200,False,0.0,-200.0,3連単
trifecta,5-4-1,0.027093342970635734,053420250708,187.0,False,5-1-6,2025-07-08,川崎,5,406.64551355088827,200,False,0.0,-200.0,3連単
exacta,5-4,0.059347974283004146,053420250708,85.1,False,5-1,2025-07-08,川崎,5,405.05126114836526,200,False,0.0,-200.0,2車単
trifecta,5-7-3,0.044707933752856116,082420250708,110.7,False,7-3-5,2025-07-08,宇都宮,8,394.91682664411724,200,False,0.0,-200.0,3連単
trifecta,4-5-1,0.03636745289241765,053420250708,135.3,False,5-1-6,2025-07-08,川崎,5,392.0516376344108,200,False,0.0,-200.0,3連単
trifecta,3-5-7,0.03981092171064618,082420250708,118.5,False,7-3-5,2025-07-08,宇都宮,8,371.7594222711572,200,False,0.0,-200.0,3連単
quinella,4-5,0.13901088857663008,053420250708,33.1,False,1-5,2025-07-08,川崎,5,360.12604118864556,200,False,0.0,-200.0,2車複
exacta,4-5,0.07966291429362594,053420250708,57.0,False,5-1,2025-07-08,川崎,5,354.0786114736679,200,False,0.0,-200.0,2車単
exacta,4-1,0.058556263426700374,097420250708,59.0,False,1-2,2025-07-08,高知,9,245.4819542175322,100,False,0.0,-100.0,2車単
exacta,3-5,0.07640251611552218,082420250708,42.8,False,7-3,2025-07-08,宇都宮,8,227.0027689744349,100,False,0.0,-100.0,2車単
trifecta,4-1-3,0.024542055876357983,097420250708,120.2,False,1-2-3,2025-07-08,高知,9,194.99551163382299,100,False,0.0,-100.0,3連単
exacta,5-3,0.0793261828456131,082420250708,36.9,False,7-3,2025-07-08,宇都宮,8,192.71361470031235,100,False,0.0,-100.0,2車単
trio,4-5-6,0.07984448225201835,053420250708,36.1,False,1-5-6,2025-07-08,川崎,5,188.23858092978622,100,False,0.0,-100.0,3連複
quinella_place,5-7,0.2737770978461447,021120250708,9.9,False,2-3|2-5|3-5,2025-07-08,函館,2,171.03932686768326,100,False,0.0,-100.0,ワイド
trifecta,7-4-3,0.03362256000748546,024720250708,79.6,False,3-5-7,2025-07-08,松阪,2,167.63557765958424,100,False,0.0,-100.0,3連単
exacta,7-2,0.03382023440973753,023120250708,79.0,False,1-5,2025-07-08,松戸,2,167.17985183692653,100,False,0.0,-100.0,2車単
quinella,1-4,0.14804966937186637,097420250708,17.6,False,1-2,2025-07-08,高知,9,160.5674180944848,100,False,0.0,-100.0,2車複
trifecta,4-7-3,0.032731897396932594,024720250708,78.8,False,3-5-7,2025-07-08,松阪,2,157.92735148782882,100,False,0.0,-100.0,3連単
exacta,1-6,0.02588703263883008,097420250708,93.4,False,1-2,2025-07-08,高知,9,141.78488484667295,100,False,0.0,-100.0,2車単
quinella,1-6,0.041314194240439917,097420250708,57.2,False,1-2,2025-07-08,高知,9,136.31719105531636,100,False,0.0,-100.0,2車複
trifecta,2-7-5,0.02360209863978537,023120250708,97.0,False,1-5-2,2025-07-08,松戸,2,128.94035680591807,100,False,0.0,-100.0,3連単
trifecta,1-5-2,0.04194083008525741,023120250708,52.9,True,1-5-2,2025-07-08,松戸,2,121.86699115101169,100,True,5290.0,5190.0,3連単
trio,1-4-6,0.025335905897865357,097420250708,87.3,False,1-2-3,2025-07-08,高知,9,121.18245848836455,100,False,0.0,-100.0,3連複
quinella_place,4-5,0.32255465932498073,053420250708,6.8,False,1-5|1-6|5-6,2025-07-08,川崎,5,119.3371683409869,100,False,0.0,-100.0,ワイド
exacta,7-5,0.02886087826206145,023120250708,75.7,False,1-5,2025-07-08,松戸,2,118.4768484438052,100,False,0.0,-100.0,2車単
trifecta,2-6-3,0.030247227231858225,063420250709,190.1,False,1-3-2,2025-07-09,川崎,6,474.99978967762485,200,False,0.0,-200.0,3連単
trifecta,2-4-6,0.03332021576662986,035120250709,157.4,False,4-2-3,2025-07-09,福井,3,424.460196166754,200,False,0.0,-200.0,3連単
trifecta,5-3-1,0.020323118486187623,072420250709,247.4,False,2-6-4,2025-07-09,宇都宮,7,402.7939513482818,200,False,0.0,-200.0,3連単
trifecta,3-4-1,0.0240278782914432,072420250709,202.2,False,2-6-4,2025-07-09,宇都宮,7,385.8436990529815,200,False,0.0,-200.0,3連単
trifecta,4-6-2,0.02951959294405681,107320250709,155.6,False,4-7-2,2025-07-09,小松島,10,359.3248662095239,200,False,0.0,-200.0,3連単
exacta,6-2,0.02399199202590685,107320250709,184.1,False,4-7,2025-07-09,小松島,10,341.69257319694515,200,False,0.0,-200.0,2車単
trifecta,5-3-2,0.02411219027810637,021120250709,182.3,False,3-4-5,2025-07-09,函館,2,339.5652287698791,200,False,0.0,-200.0,3連単
exacta,2-6,0.0558558519565297,063420250709,78.1,False,1-3,2025-07-09,川崎,6,336.2342037804969,200,False,0.0,-200.0,2車単
exacta,6-4,0.027452185103317702,035120250709,153.7,False,4-2,2025-07-09,福井,3,321.940085037993,200,False,0.0,-200.0,2車単
exacta,6-4,0.03418162713551013,107320250709,122.7,False,4-7,2025-07-09,小松島,10,319.4085649527093,200,False,0.0,-200.0,2車単
quinella,3-4,0.08763814869722017,072420250709,47.6,False,2-6,2025-07-09,宇都宮,7,317.1575877987681,200,False,0.0,-200.0,2車複
exacta,1-3,0.024960365028597147,021120250709,167.0,False,3-4,2025-07-09,函館,2,316.8380959775724,200,False,0.0,-200.0,2車単
quinella,3-5,0.07957978213491346,072420250709,52.0,False,2-6,2025-07-09,宇都宮,7,313.81486710155,200,False,0.0,-200.0,2車複
exacta,6-2,0.02327151583681441,035120250709,174.3,False,4-2,2025-07-09,福井,3,305.6225210356752,200,False,0.0,-200.0,2車単
trifecta,3-1-2,0.020685503697649155,021120250709,191.9,False,3-4-5,2025-07-09,函館,2,296.95481595788726,100,False,0.0,-100.0,3連単
trio,3-4-5,0.06431630800261437,072420250709,60.5,False,2-4-6,2025-07-09,宇都宮,7,289.113663415817,100,False,0.0,-100.0,3連複
quinella,4-6,0.08738758000901853,107320250709,43.9,False,4-7,2025-07-09,小松島,10,283.63147623959134,100,False,0.0,-100.0,2車複
quinella,2-6,0.05437218479882472,035120250709,68.1,False,2-4,2025-07-09,福井,3,270.2745784799963,100,False,0.0,-100.0,2車複
trifecta,4-6-2,0.02131533512228276,035120250709,173.5,False,4-2-3,2025-07-09,福井,3,269.8210643716059,100,False,0.0,-100.0,3連単
exacta,3-6,0.10338454880863482,021120250709,34.2,False,3-4,2025-07-09,函館,2,253.57515692553113,100,False,0.0,-100.0,2車単
exacta,3-4,0.044670055145099294,072420250709,77.6,False,2-6,2025-07-09,宇都宮,7,246.63962792597053,100,False,0.0,-100.0,2車単
quinella,2-6,0.08464168091471767,063420250709,38.8,False,1-3,2025-07-09,川崎,6,228.40972194910455,100,False,0.0,-100.0,2車複
exacta,6-2,0.028785828958187976,063420250709,110.6,False,1-3,2025-07-09,川崎,6,218.371268277559,100,False,0.0,-100.0,2車単
trifecta,5-4-1,0.025029103116948337,123120250709,125.9,False,1-7-2,2025-07-09,松戸,12,215.11640824237958,100,False,0.0,-100.0,3連単
exacta,3-5,0.040910541067834,072420250709,76.5,False,2-6,2025-07-09,宇都宮,7,212.96563916893007,100,False,0.0,-100.0,2車単
trifecta,2-4-6,0.04114683116620839,107320250709,74.6,False,4-7-2,2025-07-09,小松島,10,206.95536049991455,100,False,0.0,-100.0,3連単
trifecta,2-4-3,0.04866472497879742,063420250709,60.8,False,1-3-2,2025-07-09,川崎,6,195.88152787108828,100,False,0.0,-100.0,3連単
quinella,2-6,0.054987515605766965,107320250709,53.4,False,4-7,2025-07-09,小松島,10,193.63333333479557,100,False,0.0,-100.0,2車複
trio,2-3-6,0.15245294700930662,063420250709,19.1,False,1-2-3,2025-07-09,川崎,6,191.18512878777568,100,False,0.0,-100.0,3連複
trio,1-3-6,0.05377739691209503,072420250709,53.1,False,2-4-6,2025-07-09,宇都宮,7,185.5579776032246,100,False,0.0,-100.0,3連複
exacta,7-5,0.020762515655922523,123120250709,132.4,False,1-7,2025-07-09,松戸,12,174.89570728441421,100,False,0.0,-100.0,2車単
quinella,4-6,0.06727692772649106,035120250709,40.4,False,2-4,2025-07-09,福井,3,171.7987880150239,100,False,0.0,-100.0,2車複
trifecta,4-5-1,0.021170680399302186,123120250709,124.3,False,1-7-2,2025-07-09,松戸,12,163.15155736332616,100,False,0.0,-100.0,3連単
trifecta,3-5-7,0.15967077919754077,028520250709,15.9,False,3-1-5,2025-07-09,佐世保,2,153.87653892408983,100,False,0.0,-100.0,3連単
quinella_place,2-6,0.21214436604986378,107320250709,11.9,False,2-4|2-7|4-7,2025-07-09,小松島,10,152.4517955993379,100,False,0.0,-100.0,ワイド
exacta,5-4,0.04273419048215172,123120250709,58.5,False,1-7,2025-07-09,松戸,12,149.9950143205876,100,False,0.0,-100.0,2車単
trifecta,3-2-7,0.022724309698117375,028520250709,104.1,False,3-1-5,2025-07-09,佐世保,2,136.56006395740184,100,False,0.0,-100.0,3連単
quinella_place,4-6,0.24356597330649488,107320250709,9.0,False,2-4|2-7|4-7,2025-07-09,小松島,10,119.20937597584538,100,False,0.0,-100.0,ワイド
quinella_place,3-5,0.2479489256116927,072420250709,8.6,False,2-4|2-6|4-6,2025-07-09,宇都宮,7,113.23607602605574,100,False,0.0,-100.0,ワイド
quinella_place,2-6,0.2136071878900623,063420250709,9.6,False,1-2|1-3|2-3,2025-07-09,川崎,6,105.06290037445982,100,False,0.0,-100.0,ワイド
trifecta,3-6-1,0.054905465168184224,097320250710,199.6,False,3-1-2,2025-07-10,小松島,9,995.913084756957,400,False,0.0,-400.0,3連単
exacta,1-4,0.03867599775647169,122120250710,270.8,False,9-2,2025-07-10,弥彦,12,947.3460192452533,400,False,0.0,-400.0,2車単
