bet_type,buy,prob,race_id,odds_used,is_actual,actual_buy,date,venue,race_no,expected_profit_100yen,stake_yen,is_hit,return_yen,profit_yen,bet_label
trifecta,5-2-1,0.0993418742931705,105320241029,276.0,False,1-4-3,2024-10-29,奈良,10,2641.8357304915057,500,False,0.0,-500.0,3連単
trifecta,5-1-2,0.1113535831842313,105320241029,214.4,False,1-4-3,2024-10-29,奈良,10,2287.4208234699195,500,False,0.0,-500.0,3連単
trifecta,3-4-6,0.15979215144406803,091120241029,105.1,False,4-1-6,2024-10-29,函館,9,1579.4155116771549,500,False,0.0,-500.0,3連単
trifecta,2-1-3,0.07781029216834075,124620241029,192.8,False,6-3-7,2024-10-29,富山,12,1400.1824330056097,500,False,0.0,-500.0,3連単
trifecta,4-3-6,0.06505890760537751,091120241029,230.5,False,4-1-6,2024-10-29,函館,9,1399.6078203039517,500,False,0.0,-500.0,3連単
trio,3-4-6,0.3289702480084584,091120241029,42.1,False,1-4-6,2024-10-29,函館,9,1284.9647441156098,500,False,0.0,-500.0,3連複
trifecta,2-1-6,0.05696050809969295,124620241029,233.3,False,6-3-7,2024-10-29,富山,12,1228.8886539658365,500,False,0.0,-500.0,3連単
exacta,5-2,0.22131472503496483,105320241029,57.6,False,1-4,2024-10-29,奈良,10,1174.7728162013975,400,False,0.0,-400.0,2車単
trifecta,2-1-3,0.2911014904730143,043720241029,30.0,False,1-3-2,2024-10-29,伊東,4,773.3044714190429,300,False,0.0,-300.0,3連単
quinella,1-6,0.06584774681177673,072720241029,128.1,False,7-9,2024-10-29,京王閣,7,743.5096366588599,300,False,0.0,-300.0,2車複
exacta,5-1,0.2913238402110711,105320241029,28.4,False,1-4,2024-10-29,奈良,10,727.3597061994419,300,False,0.0,-300.0,2車単
trifecta,1-2-3,0.3875271650535011,043720241029,20.4,False,1-3-2,2024-10-29,伊東,4,690.5554167091422,300,False,0.0,-300.0,3連単
exacta,1-6,0.0532591933942062,072720241029,142.9,False,9-7,2024-10-29,京王閣,7,661.0738736032066,300,False,0.0,-300.0,2車単
trifecta,2-1-6,0.03606396221920789,127120241029,210.9,False,4-6-2,2024-10-29,高松,12,660.5889632030945,300,False,0.0,-300.0,3連単
trifecta,7-1-2,0.5687510207527857,011120241029,12.9,False,7-1-6,2024-10-29,函館,1,633.6888167710936,300,False,0.0,-300.0,3連単
exacta,1-2,0.19225569280784274,124620241029,35.3,False,6-3,2024-10-29,富山,12,578.6625956116849,200,False,0.0,-200.0,2車単
trifecta,2-6-1,0.022489703614082507,127120241029,278.0,False,4-6-2,2024-10-29,高松,12,525.2137604714937,200,False,0.0,-200.0,3連単
trifecta,1-7-6,0.02540072064612653,072720241029,232.3,False,9-7-5,2024-10-29,京王閣,7,490.0587406095193,200,False,0.0,-200.0,3連単
exacta,2-1,0.24722176440604599,124620241029,23.1,False,6-3,2024-10-29,富山,12,471.08227577796623,200,False,0.0,-200.0,2車単
exacta,2-1,0.0957722279148063,127120241029,47.0,False,4-6,2024-10-29,高松,12,350.12947119958966,200,False,0.0,-200.0,2車単
quinella_place,1-6,0.13397824938171327,072720241029,33.0,False,5-7|5-9|7-9,2024-10-29,京王閣,7,342.1282229596538,200,False,0.0,-200.0,ワイド
quinella_place,4-6,0.3331147286770529,091120241029,12.5,True,1-4|1-6|4-6,2024-10-29,函館,9,316.39341084631616,200,True,2500.0,2300.0,ワイド
trifecta,1-9-7,0.11341175504938247,072720241029,35.4,False,9-7-5,2024-10-29,京王閣,7,301.477612874814,200,False,0.0,-200.0,3連単
trio,1-2-3,0.7784215618901611,043720241029,4.8,True,1-2-3,2024-10-29,伊東,4,273.6423497072773,100,True,480.0,380.0,3連複
exacta,2-1,0.37274015283973505,043720241029,9.6,False,1-3,2024-10-29,伊東,4,257.83054672614566,100,False,0.0,-100.0,2車単
exacta,1-2,0.4962081592123684,043720241029,7.1,False,1-3,2024-10-29,伊東,4,252.30779304078155,100,False,0.0,-100.0,2車単
quinella,2-6,0.07516264996895108,124620241029,46.2,False,3-6,2024-10-29,富山,12,247.25144285655404,100,False,0.0,-100.0,2車複
exacta,2-6,0.03679484404082494,127120241029,92.8,False,4-6,2024-10-29,高松,12,241.45615269885545,100,False,0.0,-100.0,2車単
quinella_place,1-6,0.20082703098199184,124620241029,16.9,False,3-6|3-7|6-7,2024-10-29,富山,12,239.39768235956618,100,False,0.0,-100.0,ワイド
exacta,3-4,0.4392816399241248,091120241029,7.7,False,4-1,2024-10-29,函館,9,238.24686274157608,100,False,0.0,-100.0,2車単
quinella,1-3,0.05842126399162749,124620241029,57.0,False,3-6,2024-10-29,富山,12,233.0012047522767,100,False,0.0,-100.0,2車複
quinella,1-2,0.8689483120521034,043720241029,3.8,False,1-3,2024-10-29,伊東,4,230.20035857979929,100,False,0.0,-100.0,2車複
quinella,3-4,0.6181338761966046,091120241029,5.3,False,1-4,2024-10-29,函館,9,227.61095438420048,100,False,0.0,-100.0,2車複
exacta,4-3,0.1788522362724799,091120241029,16.4,False,4-1,2024-10-29,函館,9,193.31766748686704,100,False,0.0,-100.0,2車単
quinella_place,3-6,0.37939390167765796,091120241029,7.7,False,1-4|1-6|4-6,2024-10-29,函館,9,192.13330429179663,100,False,0.0,-100.0,ワイド
quinella_place,1-3,0.27475404512576623,124620241029,10.5,False,3-6|3-7|6-7,2024-10-29,富山,12,188.49174738205457,100,False,0.0,-100.0,ワイド
quinella,5-7,0.1492438450822755,105320241029,19.1,False,1-4,2024-10-29,奈良,10,185.0557441071462,100,False,0.0,-100.0,2車複
trio,1-7-9,0.29633692670438155,072720241029,9.4,False,5-7-9,2024-10-29,京王閣,7,178.55671110211867,100,False,0.0,-100.0,3連複
quinella,3-6,0.11594109338260124,091120241029,23.4,False,1-4,2024-10-29,函館,9,171.30215851528686,100,False,0.0,-100.0,2車複
trio,1-2-3,0.08508879324138063,127120241029,30.5,False,2-4-6,2024-10-29,高松,12,159.52081938621095,100,False,0.0,-100.0,3連複
quinella,1-2,0.22433954942217674,127120241029,11.2,False,4-6,2024-10-29,高松,12,151.26029535283791,100,False,0.0,-100.0,2車複
quinella_place,2-3,0.7795731133345706,043720241029,3.1,True,1-2|1-3|2-3,2024-10-29,伊東,4,141.6676651337169,100,True,310.0,210.0,ワイド
exacta,1-9,0.24094505345458778,072720241029,9.9,False,9-7,2024-10-29,京王閣,7,138.53560292004192,100,False,0.0,-100.0,2車単
trio,1-2-6,0.022412848055559133,072720241029,102.7,False,5-7-9,2024-10-29,京王閣,7,130.1799495305923,100,False,0.0,-100.0,3連複
trifecta,1-7-2,0.1743432644897063,011120241029,13.1,False,7-1-6,2024-10-29,函館,1,128.38967648151524,100,False,0.0,-100.0,3連単
trifecta,1-3-2,0.10806437757411229,018320241029,20.6,False,1-4-2,2024-10-29,久留米,1,122.61261780267132,100,False,0.0,-100.0,3連単
quinella,2-6,0.07184641301297419,127120241029,28.3,False,4-6,2024-10-29,高松,12,103.32534882671696,100,False,0.0,-100.0,2車複
trifecta,1-4-6,0.08578742063029274,044720241030,255.6,False,1-3-4,2024-10-30,松阪,4,2092.7264713102822,500,False,0.0,-500.0,3連単
trifecta,4-5-1,0.14595713994671097,117120241030,127.4,False,1-5-4,2024-10-30,高松,11,1759.493962921098,500,False,0.0,-500.0,3連単
trifecta,1-4-5,0.11132495448304679,044720241030,158.8,False,1-3-4,2024-10-30,松阪,4,1667.8402771907831,500,False,0.0,-500.0,3連単
trio,4-5-6,0.1374535812522686,114620241030,104.5,False,3-4-7,2024-10-30,富山,11,1336.3899240862067,500,False,0.0,-500.0,3連複
trio,1-4-6,0.1876805470789326,044720241030,76.0,False,1-3-4,2024-10-30,松阪,4,1326.3721577998879,500,False,0.0,-500.0,3連複
exacta,4-1,0.1374119657085576,044720241030,101.5,False,1-3,2024-10-30,松阪,4,1294.7314519418596,500,False,0.0,-500.0,2車単
exacta,1-4,0.3685887603562679,044720241030,36.5,False,1-3,2024-10-30,松阪,4,1245.348975300378,500,False,0.0,-500.0,2車単
trifecta,4-1-5,0.14719287431621708,117120241030,84.6,False,1-5-4,2024-10-30,高松,11,1145.2517167151964,400,False,0.0,-400.0,3連単
quinella,1-4,0.5060007260648255,044720241030,24.1,False,1-3,2024-10-30,松阪,4,1119.4617498162295,400,False,0.0,-400.0,2車複
quinella,4-5,0.32980265644543344,117120241030,33.1,False,1-5,2024-10-30,高松,11,991.6467928343847,400,False,0.0,-400.0,2車複
trifecta,2-3-1,0.11447126879024233,011220241030,93.1,False,5-2-6,2024-10-30,青森,1,965.7275124371561,400,False,0.0,-400.0,3連単
trifecta,1-5-3,0.1815987088038471,103120241030,54.0,False,5-4-3,2024-10-30,松戸,10,880.6330275407744,300,False,0.0,-300.0,3連単
exacta,4-5,0.1887479961668737,117120241030,51.7,False,1-5,2024-10-30,高松,11,875.8271401827371,300,False,0.0,-300.0,2車単
trifecta,2-1-3,0.12353601590557879,011220241030,78.3,False,5-2-6,2024-10-30,青森,1,867.2870045406819,300,False,0.0,-300.0,3連単
trifecta,1-6-2,0.032007087074295,042220241030,284.2,False,1-2-4,2024-10-30,前橋,4,809.6414146514638,300,False,0.0,-300.0,3連単
exacta,4-6,0.07721529158040548,114620241030,108.5,False,3-4,2024-10-30,富山,11,737.7859136473994,300,False,0.0,-300.0,2車単
trio,1-4-5,0.2468767948658558,044720241030,33.8,False,1-3-4,2024-10-30,松阪,4,734.4435666465924,300,False,0.0,-300.0,3連複
trifecta,5-1-3,0.254922160303423,103120241030,29.4,False,5-4-3,2024-10-30,松戸,10,649.4711512920636,300,False,0.0,-300.0,3連単
trifecta,1-3-2,0.20974185444815488,042220241030,34.9,False,1-2-4,2024-10-30,前橋,4,631.9990720240605,300,False,0.0,-300.0,3連単
trifecta,4-5-3,0.07189672256897392,114620241030,100.6,False,3-4-7,2024-10-30,富山,11,623.2810290438775,300,False,0.0,-300.0,3連単
exacta,4-1,0.19081965603683118,117120241030,37.6,False,1-5,2024-10-30,高松,11,617.4819066984853,300,False,0.0,-300.0,2車単
trifecta,1-5-2,0.12593370240573,054820241030,51.9,False,1-7-6,2024-10-30,四日市,5,553.5959154857387,200,False,0.0,-200.0,3連単
exacta,5-4,0.10733641018020752,114620241030,59.9,False,3-4,2024-10-30,富山,11,542.9450969794431,200,False,0.0,-200.0,2車単
exacta,1-6,0.04876371032445823,042220241030,127.8,False,1-2,2024-10-30,前橋,4,523.2002179465762,200,False,0.0,-200.0,2車単
quinella_place,4-6,0.19151732349305658,044720241030,32.2,False,1-3|1-4|3-4,2024-10-30,松阪,4,516.6857816476422,200,False,0.0,-200.0,ワイド
quinella,4-6,0.02060630684925732,117120241030,292.5,False,1-5,2024-10-30,高松,11,502.73447534077656,200,False,0.0,-200.0,2車複
trifecta,7-2-4,0.14495121884063203,122120241030,39.9,False,2-7-3,2024-10-30,弥彦,12,478.3553631741218,200,False,0.0,-200.0,3連単
trifecta,5-4-3,0.042901898573912786,114620241030,132.3,False,3-4-7,2024-10-30,富山,11,467.59211813286623,200,False,0.0,-200.0,3連単
trifecta,1-2-5,0.20592279714223136,054820241030,25.1,False,1-7-6,2024-10-30,四日市,5,416.8662208270008,200,False,0.0,-200.0,3連単
quinella,4-5,0.28721507198303275,114620241030,16.9,False,3-4,2024-10-30,富山,11,385.3934716513253,200,False,0.0,-200.0,2車複
trio,1-2-5,0.3400278467031229,054820241030,13.2,False,1-6-7,2024-10-30,四日市,5,348.8367576481222,200,False,0.0,-200.0,3連複
quinella,1-6,0.05610175848243125,042220241030,79.8,False,1-2,2024-10-30,前橋,4,347.69203268980135,200,False,0.0,-200.0,2車複
exacta,2-1,0.1771964850325722,011220241030,24.7,False,5-2,2024-10-30,青森,1,337.6753180304534,200,False,0.0,-200.0,2車単
quinella_place,4-6,0.2675713638084847,114620241030,16.3,False,3-4|3-7|4-7,2024-10-30,富山,11,336.14132300783,200,False,0.0,-200.0,ワイド
quinella,4-6,0.11832777670487822,114620241030,36.7,False,3-4,2024-10-30,富山,11,334.26294050690313,200,False,0.0,-200.0,2車複
trio,4-5-6,0.03243356855827855,117120241030,126.2,False,1-4-5,2024-10-30,高松,11,309.31163520547534,200,False,0.0,-200.0,3連複
trifecta,7-4-2,0.0451977762718954,122120241030,88.7,False,2-7-3,2024-10-30,弥彦,12,300.9042755317122,200,False,0.0,-200.0,3連単
trifecta,1-4-5,0.0454411680144414,081120241030,80.4,False,5-7-4,2024-10-30,函館,8,265.34699083610894,100,False,0.0,-100.0,3連単
trifecta,1-5-4,0.03398427312838569,081120241030,103.2,False,5-7-4,2024-10-30,函館,8,250.7176986849404,100,False,0.0,-100.0,3連単
exacta,2-3,0.15912256042489648,011220241030,21.0,False,5-2,2024-10-30,青森,1,234.15737689228263,100,False,0.0,-100.0,2車単
quinella_place,1-3,0.46693208768418115,103120241030,7.1,False,3-4|3-5|4-5,2024-10-30,松戸,10,231.5217822557686,100,False,0.0,-100.0,ワイド
exacta,1-3,0.24239965424906154,042220241030,13.5,False,1-2,2024-10-30,前橋,4,227.2395332362331,100,False,0.0,-100.0,2車単
quinella_place,4-5,0.4951357374359766,114620241030,6.5,False,3-4|3-7|4-7,2024-10-30,富山,11,221.8382293333848,100,False,0.0,-100.0,ワイド
quinella_place,2-5,0.3400295035321187,054820241030,9.4,False,1-6|1-7|6-7,2024-10-30,四日市,5,219.62773332019157,100,False,0.0,-100.0,ワイド
trio,1-2-3,0.7087730187831018,042220241030,4.5,False,1-2-4,2024-10-30,前橋,4,218.94785845239585,100,False,0.0,-100.0,3連複
quinella,2-3,0.28252725159037523,011220241030,11.0,False,2-5,2024-10-30,青森,1,210.77997674941273,100,False,0.0,-100.0,2車複
quinella,1-6,0.09861377067904438,044720241030,29.0,False,1-3,2024-10-30,松阪,4,185.97993496922868,100,False,0.0,-100.0,2車複
trio,1-3-6,0.040080226011802056,042220241030,62.8,False,1-2-4,2024-10-30,前橋,4,151.70381935411692,100,False,0.0,-100.0,3連複
exacta,7-2,0.5137021998623648,122120241030,4.7,False,2-7,2024-10-30,弥彦,12,141.44003393531145,100,False,0.0,-100.0,2車単
exacta,1-5,0.1965711389148648,054820241030,12.2,False,1-7,2024-10-30,四日市,5,139.81678947613503,100,False,0.0,-100.0,2車単
quinella,1-5,0.20131847552979554,054820241030,10.4,False,1-7,2024-10-30,四日市,5,109.37121455098735,100,False,0.0,-100.0,2車複
trifecta,2-1-5,0.24936997763541727,097120241031,170.4,False,7-2-4,2024-10-31,高松,9,4149.26441890751,500,False,0.0,-500.0,3連単
trifecta,4-6-1,0.04812766460971366,112120241031,215.5,False,4-2-6,2024-10-31,弥彦,11,937.1511723393294,400,False,0.0,-400.0,3連単
exacta,2-5,0.13928186922044544,097120241031,71.5,False,7-2,2024-10-31,高松,9,895.865364926185,300,False,0.0,-300.0,2車単
exacta,2-1,0.587233974521012,097120241031,15.4,False,7-2,2024-10-31,高松,9,804.3403207623586,300,False,0.0,-300.0,2車単
trifecta,2-1-3,0.21381626325123212,097120241031,42.2,False,7-2-4,2024-10-31,高松,9,802.3046309201997,300,False,0.0,-300.0,3連単
trifecta,4-1-6,0.10622690252894783,112120241031,74.2,False,4-2-6,2024-10-31,弥彦,11,688.203616764793,300,False,0.0,-300.0,3連単
trifecta,2-3-5,0.20596254823209081,013120241031,36.4,False,2-5-7,2024-10-31,松戸,1,649.7036755648105,300,False,0.0,-300.0,3連単
trifecta,3-2-5,0.18594864428493485,013120241031,39.1,False,2-5-7,2024-10-31,松戸,1,627.0591991540953,300,False,0.0,-300.0,3連単
trifecta,5-3-7,0.02134785592407735,104620241031,277.4,False,2-3-7,2024-10-31,富山,10,492.1895233339056,200,False,0.0,-200.0,3連単
trifecta,1-3-2,0.020779535640115088,017120241031,255.7,False,2-7-4,2024-10-31,高松,1,431.33272631774275,200,False,0.0,-200.0,3連単
trifecta,1-2-7,0.156451376862348,017120241031,32.3,False,2-7-4,2024-10-31,高松,1,405.337947265384,200,False,0.0,-200.0,3連単
quinella,2-6,0.060172807908561166,097120241031,82.5,False,2-7,2024-10-31,高松,9,396.4256652456296,200,False,0.0,-200.0,2車複
quinella_place,2-6,0.18801227132738302,097120241031,25.2,False,2-4|2-7|4-7,2024-10-31,高松,9,373.79092374500516,200,False,0.0,-200.0,ワイド
trifecta,2-4-7,0.05153072839875075,055520241031,91.2,False,7-2-5,2024-10-31,和歌山,5,369.96024299660684,200,False,0.0,-200.0,3連単
trio,2-5-6,0.020680200461313615,097120241031,222.2,False,2-4-7,2024-10-31,高松,9,359.51405425038854,200,False,0.0,-200.0,3連複
quinella_place,1-6,0.1498764670737734,097120241031,29.8,False,2-4|2-7|4-7,2024-10-31,高松,9,346.63187187984465,200,False,0.0,-200.0,ワイド
quinella_place,1-6,0.1645043207876762,112120241031,26.9,False,2-4|2-6|4-6,2024-10-31,弥彦,11,342.51662291884895,200,False,0.0,-200.0,ワイド
trifecta,5-4-6,0.02586457384354049,093120241031,156.9,False,1-7-3,2024-10-31,松戸,9,305.81516360515025,200,False,0.0,-200.0,3連単
trio,2-3-5,0.5815422388381601,013120241031,6.7,False,2-5-7,2024-10-31,松戸,1,289.6333000215673,100,False,0.0,-100.0,3連複
quinella,2-5,0.15124385432630483,097120241031,25.6,False,2-7,2024-10-31,高松,9,287.1842670753404,100,False,0.0,-100.0,2車複
exacta,4-6,0.07581213897836524,112120241031,50.9,False,4-2,2024-10-31,弥彦,11,285.88378739987905,100,False,0.0,-100.0,2車単
trifecta,4-5-6,0.11197778869454289,093120241031,33.7,False,1-7-3,2024-10-31,松戸,9,277.3651479006096,100,False,0.0,-100.0,3連単
exacta,1-7,0.16216385003623665,017120241031,22.8,False,2-7,2024-10-31,高松,1,269.7335780826196,100,False,0.0,-100.0,2車単
exacta,4-1,0.5475729837937728,112120241031,5.9,False,4-2,2024-10-31,弥彦,11,223.068060438326,100,False,0.0,-100.0,2車単
exacta,5-3,0.042641373170532175,104620241031,75.2,False,2-3,2024-10-31,富山,10,220.66312624240197,100,False,0.0,-100.0,2車単
quinella,4-6,0.08050816594117853,112120241031,38.5,False,2-4,2024-10-31,弥彦,11,209.9564388735373,100,False,0.0,-100.0,2車複
trio,4-5-6,0.2485493511525719,093120241031,12.2,False,1-3-7,2024-10-31,松戸,9,203.2302084061377,100,False,0.0,-100.0,3連複
exacta,1-2,0.3069937141816114,017120241031,8.4,False,2-7,2024-10-31,高松,1,157.8747199125536,100,False,0.0,-100.0,2車単
quinella_place,2-5,0.6036453199653788,013120241031,4.1,True,2-5|2-7|5-7,2024-10-31,松戸,1,147.49458118580532,100,True,410.0,310.0,ワイド
exacta,2-4,0.12122424827171915,055520241031,20.1,False,7-2,2024-10-31,和歌山,5,143.6607390261555,100,False,0.0,-100.0,2車単
trifecta,3-5-1,0.03184890801298585,104620241031,75.3,False,2-3-7,2024-10-31,富山,10,139.82227733778342,100,False,0.0,-100.0,3連単
quinella,3-5,0.11149600041455379,104620241031,21.0,False,2-3,2024-10-31,富山,10,134.14160087056297,100,False,0.0,-100.0,2車複
quinella,2-3,0.6405976995742483,013120241031,3.6,False,2-5,2024-10-31,松戸,1,130.6151718467294,100,False,0.0,-100.0,2車複
quinella_place,5-6,0.25019275623936393,093120241031,9.2,False,1-3|1-7|3-7,2024-10-31,松戸,9,130.17733574021483,100,False,0.0,-100.0,ワイド
trifecta,2-4-1,0.02609175554833506,055520241031,86.8,False,7-2-5,2024-10-31,和歌山,5,126.47643815954832,100,False,0.0,-100.0,3連単
exacta,5-7,0.02326341857426033,104620241031,96.4,False,2-3,2024-10-31,富山,10,124.25935505586962,100,False,0.0,-100.0,2車単
quinella_place,3-5,0.5982040996121273,013120241031,3.7,False,2-5|2-7|5-7,2024-10-31,松戸,1,121.33551685648709,100,False,0.0,-100.0,ワイド
quinella,1-7,0.22948848926877075,017120241031,9.4,False,2-7,2024-10-31,高松,1,115.7191799126445,100,False,0.0,-100.0,2車複
exacta,3-2,0.30394200533761145,013120241031,7.0,False,2-5,2024-10-31,松戸,1,112.75940373632803,100,False,0.0,-100.0,2車単
exacta,2-3,0.3366556942366368,013120241031,6.3,False,2-5,2024-10-31,松戸,1,112.09308736908122,100,False,0.0,-100.0,2車単
quinella,2-4,0.1229851780423924,055520241031,17.1,False,2-7,2024-10-31,和歌山,5,110.30465445249101,100,False,0.0,-100.0,2車複
quinella,1-5,0.04658509301772633,104620241031,44.2,False,2-3,2024-10-31,富山,10,105.9061111383504,100,False,0.0,-100.0,2車複
trifecta,1-2-7,0.14145784478861814,014720241101,276.6,False,1-5-4,2024-11-01,松阪,1,3812.7239868531783,500,False,0.0,-500.0,3連単
trifecta,1-2-7,0.18312141559007303,012220241101,135.9,False,1-2-4,2024-11-01,前橋,1,2388.620037869093,500,False,0.0,-500.0,3連単
trifecta,1-7-2,0.07657011128382839,012220241101,273.1,False,1-2-4,2024-11-01,前橋,1,1991.1297391613534,500,False,0.0,-500.0,3連単
trio,1-2-7,0.41163323248401157,012220241101,50.5,False,1-2-4,2024-11-01,前橋,1,1978.7478240442586,500,False,0.0,-500.0,3連複
trio,1-2-7,0.2528228729568004,014720241101,72.7,False,1-4-5,2024-11-01,松阪,1,1738.0222863959389,500,False,0.0,-500.0,3連複
exacta,1-7,0.11425740063386877,014720241101,160.3,False,1-5,2024-11-01,松阪,1,1731.5461321609166,500,False,0.0,-500.0,2車単
trifecta,1-2-6,0.2306142193819476,014820241101,68.1,False,3-1-6,2024-11-01,四日市,1,1470.482833991063,500,False,0.0,-500.0,3連単
trifecta,2-1-7,0.21521569609042018,064220241101,72.3,False,1-4-5,2024-11-01,名古屋,6,1456.0094827337377,500,False,0.0,-500.0,3連単
trifecta,1-4-2,0.37467601212555424,012120241101,34.7,False,2-4-3,2024-11-01,弥彦,1,1200.1257620756735,500,False,0.0,-500.0,3連単
trifecta,1-2-7,0.5510429757653186,064220241101,22.4,False,1-4-5,2024-11-01,名古屋,6,1134.3362657143136,400,False,0.0,-400.0,3連単
quinella_place,1-7,0.3103546947876228,014720241101,35.5,False,1-4|1-5|4-5,2024-11-01,松阪,1,1001.7591664960609,400,False,0.0,-400.0,ワイド
quinella_place,2-7,0.41803395961389395,012220241101,24.9,False,1-2|1-4|2-4,2024-11-01,前橋,1,940.9045594385958,400,False,0.0,-400.0,ワイド
exacta,4-7,0.06609477653545807,092120241101,152.5,False,1-3,2024-11-01,弥彦,9,907.9453421657357,400,False,0.0,-400.0,2車単
exacta,6-7,0.048439999688615405,092120241101,189.8,False,1-3,2024-11-01,弥彦,9,819.3911940899204,300,False,0.0,-300.0,2車単
trifecta,7-4-3,0.070573756747203,092120241101,127.1,False,1-3-5,2024-11-01,弥彦,9,796.99244825695,300,False,0.0,-300.0,3連単
trifecta,7-9-1,0.13998114658531555,016320241101,59.0,False,7-9-2,2024-11-01,防府,1,725.8887648533617,300,False,0.0,-300.0,3連単
quinella,1-7,0.13201111826066175,014720241101,60.3,False,1-5,2024-11-01,松阪,1,696.0270431117904,300,False,0.0,-300.0,2車複
quinella,1-2,0.9153426644520701,064220241101,8.3,False,1-4,2024-11-01,名古屋,6,659.7344114952183,300,False,0.0,-300.0,2車複
trifecta,1-6-2,0.043662715108428465,014820241101,171.1,False,3-1-6,2024-11-01,四日市,1,647.069055505211,300,False,0.0,-300.0,3連単
exacta,5-1,0.05020671347726301,083120241101,145.9,False,3-7,2024-11-01,松戸,8,632.5159496332673,300,False,0.0,-300.0,2車単
trifecta,1-6-2,0.04523741541247145,014720241101,154.7,False,1-5-4,2024-11-01,松阪,1,599.8228164309332,200,False,0.0,-200.0,3連単
exacta,2-1,0.2570882600443836,064220241101,26.9,False,1-4,2024-11-01,名古屋,6,591.5674195193919,200,False,0.0,-200.0,2車単
exacta,1-2,0.6582544044076865,064220241101,10.4,False,1-4,2024-11-01,名古屋,6,584.5845805839939,200,False,0.0,-200.0,2車単
exacta,5-3,0.045493747105659496,083120241101,148.6,False,3-7,2024-11-01,松戸,8,576.0370819901001,200,False,0.0,-200.0,2車単
trio,1-2-6,0.3096742870136085,014820241101,21.7,False,1-3-6,2024-11-01,四日市,1,571.9932028195304,200,False,0.0,-200.0,3連複
quinella,1-7,0.1389156175052442,012220241101,48.2,False,1-2,2024-11-01,前橋,1,569.573276375277,200,False,0.0,-200.0,2車複
trifecta,3-1-5,0.03241795990927834,083120241101,204.6,False,3-7-5,2024-11-01,松戸,8,563.2714597438348,200,False,0.0,-200.0,3連単
exacta,1-7,0.09935115295945189,012220241101,65.2,False,1-2,2024-11-01,前橋,1,547.7695172956263,200,False,0.0,-200.0,2車単
trio,1-3-5,0.16306654774950496,083120241101,39.4,False,3-5-7,2024-11-01,松戸,8,542.4821981330496,200,False,0.0,-200.0,3連複
exacta,7-1,0.0395644645457923,012220241101,157.0,False,1-2,2024-11-01,前橋,1,521.1620933689392,200,False,0.0,-200.0,2車単
trifecta,4-1-2,0.22513194418463217,012120241101,26.8,False,2-4-3,2024-11-01,弥彦,1,503.3536104148142,200,False,0.0,-200.0,3連単
trifecta,1-3-5,0.03362862205927291,083120241101,173.6,False,3-7-5,2024-11-01,松戸,8,483.7928789489777,200,False,0.0,-200.0,3連単
trifecta,7-9-5,0.10657279507882458,016320241101,54.4,False,7-9-2,2024-11-01,防府,1,479.75600522880575,200,False,0.0,-200.0,3連単
quinella,2-7,0.034436139577901675,012220241101,157.5,False,1-2,2024-11-01,前橋,1,442.36919835195135,200,False,0.0,-200.0,2車複
exacta,7-9,0.29153950463515155,016320241101,18.0,True,7-9,2024-11-01,防府,1,424.77110834327283,200,True,3600.0,3400.0,2車単
trifecta,4-7-3,0.2609667726285328,118520241101,18.8,False,4-7-1,2024-11-01,佐世保,11,390.61753254164165,200,False,0.0,-200.0,3連単
quinella_place,2-7,0.2531615132578328,014720241101,19.2,False,1-4|1-5|4-5,2024-11-01,松阪,1,386.07010545503897,200,False,0.0,-200.0,ワイド
exacta,1-4,0.5447467037809313,012120241101,8.5,False,2-4,2024-11-01,弥彦,1,363.03469821379156,200,False,0.0,-200.0,2車単
quinella,7-9,0.3810631083037104,016320241101,11.9,True,7-9,2024-11-01,防府,1,353.4650988814153,200,True,2380.0,2180.0,2車複
quinella,3-5,0.09760451560437912,083120241101,45.2,False,3-7,2024-11-01,松戸,8,341.1724105317936,200,False,0.0,-200.0,2車複
exacta,1-2,0.7274526160916882,014820241101,5.9,False,3-1,2024-11-01,四日市,1,329.1970434940961,200,False,0.0,-200.0,2車単
exacta,1-6,0.07458232321669059,014720241101,57.1,False,1-5,2024-11-01,松阪,1,325.86506556730325,200,False,0.0,-200.0,2車単
quinella_place,1-2,0.6881100778954674,012120241101,6.1,False,2-3|2-4|3-4,2024-11-01,弥彦,1,319.74714751623503,200,False,0.0,-200.0,ワイド
trifecta,7-1-2,0.13906130165027447,022620241101,29.3,False,4-2-5,2024-11-01,西武園,2,307.4496138353042,200,False,0.0,-200.0,3連単
trifecta,7-5-4,0.021692286175665865,092120241101,183.7,False,1-3-5,2024-11-01,弥彦,9,298.48729704698195,100,False,0.0,-100.0,3連単
trifecta,1-9-3,0.2971992464778811,096320241101,12.8,False,1-9-2,2024-11-01,防府,9,280.41503549168783,100,False,0.0,-100.0,3連単
quinella,1-5,0.10986365081412491,083120241101,33.5,False,3-7,2024-11-01,松戸,8,268.0432302273184,100,False,0.0,-100.0,2車複
quinella_place,2-6,0.3097252859667048,014820241101,11.5,False,1-3|1-6|3-6,2024-11-01,四日市,1,256.18407886171053,100,False,0.0,-100.0,ワイド
quinella_place,1-7,0.45740278522045125,012220241101,7.6,False,1-2|1-4|2-4,2024-11-01,前橋,1,247.62611676754292,100,False,0.0,-100.0,ワイド
quinella_place,4-6,0.12486493850493667,092120241101,26.5,False,1-3|1-5|3-5,2024-11-01,弥彦,9,230.89208703808217,100,False,0.0,-100.0,ワイド
